anime_name,score,play_count,follow_count,release_time,cover_url
胆大党,8.5,0.0万,234.7万,全12话,https://i0.hdslb.com/bfs/bangumi/image/1c4c6a37f212f33596ef6c0a5d1afa9d19fd9bf3.png@240w_321h.webp
重来吧，魔王大人！,8.5,0.0万,234.4万,全12话,https://i0.hdslb.com/bfs/bangumi/6dc385fee54865a0bd673ecfbb711997fffffd6c.png@240w_321h.webp
重来吧、魔王大人！R,8.5,0.0万,232.5万,全12话,https://i0.hdslb.com/bfs/bangumi/image/00983ca8e1aacfd44dad75509f1b5c1dcaefe508.png@240w_321h.webp
宝可梦 地平线（中配）,8.5,0.0万,232.3万,更新至第45话,https://i0.hdslb.com/bfs/bangumi/image/c82293ce7fadd7188be20c0487869a187f2ba0eb.jpg@240w_321h.webp
齐木楠雄的灾难（日播&精选版）,8.5,0.0万,232.2万,全120话,https://i0.hdslb.com/bfs/bangumi/eb4f17335f48951945fb9da47e6ee0bc65fa2fbb.jpg@240w_321h.webp
忧国的莫里亚蒂,8.5,0.0万,231.3万,全11话,https://i0.hdslb.com/bfs/bangumi/image/6535846086a5eb492fbefb4ada233877dac3439c.png@240w_321h.webp
戒律的复活,8.5,0.0万,230.7万,全24话,https://i0.hdslb.com/bfs/bangumi/bca4864e564d46bebb6dc0b14371a04fd70b3fda.jpg@240w_321h.webp
终将成为你,8.5,0.0万,231.3万,全13话,https://i0.hdslb.com/bfs/bangumi/9254b0bafd699c1a778c42658497948ba3038a77.png@240w_321h.webp
Free!,8.5,0.0万,229.8万,全12话,https://i0.hdslb.com/bfs/bangumi/46872e4e59ee0e3e3afc8479ba5a2f6a3c266671.jpg@240w_321h.webp
食戟之灵 贰之皿,8.5,0.0万,229.0万,全13话,https://i0.hdslb.com/bfs/bangumi/6b4ba7bd59be1f9de225294d18ca5e6819185c06.jpg@240w_321h.webp
pop子和pipi美的日常 第二季,8.5,0.0万,228.9万,全12话,https://i0.hdslb.com/bfs/bangumi/image/86adc3d5b081a0af76550cb8873220fbcba92bd2.png@240w_321h.webp
pop子和pipi美的日常,8.5,0.0万,228.6万,全16话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
弱势角色友崎君,8.5,0.0万,228.1万,全14话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
格莱普尼尔,8.5,0.0万,227.1万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
邪神与厨二病少女,8.5,0.0万,226.2万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
异世界食堂,8.5,0.0万,225.5万,全12话,https://i0.hdslb.com/bfs/bangumi/50667c394c8307fa7b49d3f362adebd5154b2997.jpg@240w_321h.webp
神之塔,8.5,0.0万,225.4万,全13话,https://i0.hdslb.com/bfs/bangumi/image/b7ce6fd3aacb2edd1bd75e368e8838c2d768dab8.png@240w_321h.webp
在地下城寻求邂逅是否搞错了什么 第二季,8.5,0.0万,223.1万,全13话,https://i0.hdslb.com/bfs/bangumi/cbda2ba01bdc1e99db1f732dd3d2b963789039dc.png@240w_321h.webp
奥美迦奥特曼,8.5,0.0万,222.1万,全28话,https://i0.hdslb.com/bfs/bangumi/image/fc393be1dfdbe8fabb7d91f14c2c765a891fc979.png@240w_321h.webp
诸神的逆鳞,8.5,0.0万,221.2万,全24话,https://i0.hdslb.com/bfs/bangumi/image/c249da67e5de14e7cbb8496eaa18636cdb8f9e80.jpg@240w_321h.webp
吹响吧！上低音号 第三季,8.5,0.0万,221.0万,全13话,https://i0.hdslb.com/bfs/bangumi/image/4cabd72f34ef91408f1f8b7e29a029d59720ee0b.png@240w_321h.webp
×××HOLiC,8.5,0.0万,220.8万,全24话,https://i0.hdslb.com/bfs/bangumi/image/8a62eba1754464b23482fd43f9f8e466f0bf89c9.png@240w_321h.webp
ULTRAMAN 机动奥特曼 第二季,8.5,0.0万,219.4万,全6话,https://i0.hdslb.com/bfs/bangumi/image/2917e3143971f8585a906e6440eb9f3a3ce7d6d9.png@240w_321h.webp
ULTRAMAN 机动奥特曼 终章,8.5,0.0万,219.2万,全12话,https://i0.hdslb.com/bfs/bangumi/image/d2dd99f43e46d710a819d48f1da1d61faa28a06d.png@240w_321h.webp
One Room 第三季,8.5,0.0万,219.1万,全12话,https://i0.hdslb.com/bfs/bangumi/image/2f5f1903ca9e30cb85efd51d341c29f11ea207b3.png@240w_321h.webp
神之塔 工房战,8.5,0.0万,218.8万,全13话,https://i0.hdslb.com/bfs/bangumi/image/3900123361558817895a7803c1e5c70590404349.png@240w_321h.webp
见面5秒开始战斗,8.5,0.0万,218.3万,全12话,https://i0.hdslb.com/bfs/bangumi/image/24d82bc77a58f8b85395a922b61bc97058467614.png@240w_321h.webp
请问您今天要来点兔子吗？,8.5,0.0万,218.3万,全12话,https://i0.hdslb.com/bfs/bangumi/e5e7edcb4f17cfd1ba4cd233a12f514862bf1c94.jpg@240w_321h.webp
无能力者娜娜,8.5,0.0万,217.4万,全13话,https://i0.hdslb.com/bfs/bangumi/image/cc03ef3de386314f71dbb8a3d2ab385331655914.png@240w_321h.webp
银魂 第二季,8.5,0.0万,216.7万,全64话,https://i0.hdslb.com/bfs/bangumi/image/00e9bc51f9f3677f88dc9cea41fbf430ee4eff7a.png@240w_321h.webp
街角魔族,8.5,0.0万,215.5万,全12话,https://i0.hdslb.com/bfs/bangumi/8fa97d1f68517724a0afcb1ca536bfe5b818e0d8.png@240w_321h.webp
冰海战记,8.5,0.0万,215.3万,全24话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
神之塔 王子的归来,8.5,0.0万,215.2万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
海绵宝宝  第一季～第九季 中文配音,8.5,0.0万,215.1万,全161话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
奥美迦奥特曼（中配）,8.5,0.0万,213.8万,全28话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
与变成了异世界美少女的好友一起冒险,8.5,0.0万,213.2万,全12话,https://i0.hdslb.com/bfs/bangumi/image/314c9855b31b9acb35663598755243b87629a9f9.png@240w_321h.webp
世界尽头的圣骑士,8.5,0.0万,213.0万,全12话,https://i0.hdslb.com/bfs/bangumi/image/707372718910fae1497e12d9ba26777ea2c509a8.jpg@240w_321h.webp
GOSICK,8.5,0.0万,212.7万,全24话,https://i0.hdslb.com/bfs/bangumi/0099eed28f8389f979dc6c66a49a0d83c7e76e42.jpg@240w_321h.webp
Love Live! School Idol Project,8.5,0.0万,212.5万,全13话,https://i0.hdslb.com/bfs/bangumi/133030604f6d68986249fe34ba909c800eb685d5.jpg@240w_321h.webp
学战都市Asterisk,8.5,0.0万,212.0万,全12话,https://i0.hdslb.com/bfs/bangumi/c53c6d891115ae783e57bc4cb0c8a456f8788fef.jpg@240w_321h.webp
青春之旅,8.5,0.0万,211.6万,全12话,https://i0.hdslb.com/bfs/bangumi/image/19c1294d6a70134e65cc6f66169fcccf25893f88.jpg@240w_321h.webp
ULTRAMAN 机动奥特曼 第二季（中配）,8.5,0.0万,211.0万,全6话,https://i0.hdslb.com/bfs/bangumi/image/2917e3143971f8585a906e6440eb9f3a3ce7d6d9.png@240w_321h.webp
吹响吧！上低音号,8.5,0.0万,210.3万,全14话,https://i0.hdslb.com/bfs/bangumi/8fa9d26fe84bcb09e7f6707ac0f7260deb8761ac.jpg@240w_321h.webp
女神异闻录5 动画版,8.5,0.0万,210.1万,全26话,https://i0.hdslb.com/bfs/bangumi/bd69c56891f6e9cea0056a01c013b36d9a3e2abb.png@240w_321h.webp
轻音少女 第二季,8.5,0.0万,209.3万,全27话,https://i0.hdslb.com/bfs/bangumi/c3c68d569810a1eec76d878ae39f62e8c0096d3e.jpg@240w_321h.webp
亚刻奥特曼 大电影 超次元大决战！ 光与暗的亚刻,8.5,0.0万,207.1万,全1话,https://i0.hdslb.com/bfs/bangumi/image/5fe7c1ec39ae0e5cfb3f8e98de1716ec1c285e76.png@240w_321h.webp
ULTRAMAN 机动奥特曼 终章（中配）,8.5,0.0万,207.1万,全12话,https://i0.hdslb.com/bfs/bangumi/image/d2dd99f43e46d710a819d48f1da1d61faa28a06d.png@240w_321h.webp
斩服少女,8.5,0.0万,206.9万,全24话,https://i0.hdslb.com/bfs/bangumi/image/b5a2aa72eefbd6a9d14c637debc4369322ba2ad0.jpg@240w_321h.webp
CLANNAD ～AFTER STORY～,8.5,0.0万,206.6万,全23话,https://i0.hdslb.com/bfs/bangumi/image/3a74ca41bae1a94e45b3d23afbb62b7ab613b5df.png@240w_321h.webp
我立于百万生命之上（第二季）,8.5,0.0万,206.0万,全12话,https://i0.hdslb.com/bfs/bangumi/image/b9c694e2721820420c76737f3cbda0f48605022e.png@240w_321h.webp
伪恋：,8.5,0.0万,205.8万,全12话,https://i0.hdslb.com/bfs/bangumi/ea9012550c4d720dc7756de36dd72f6984bb55c7.jpg@240w_321h.webp
亚刻奥特曼 大电影 超次元大决战！光与暗的亚刻（中配）,8.5,0.0万,205.8万,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
蓝色监狱 / 蓝色禁区,8.5,0.0万,205.7万,全24话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
魔王勇者,8.5,0.0万,205.6万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
全职猎人,8.5,0.0万,205.5万,全92话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
蓝色禁区 第二季,8.5,0.0万,205.1万,全14话,https://i0.hdslb.com/bfs/bangumi/image/3ca3101155ccd8d77a14692bcc866e4ac9f2e3fb.png@240w_321h.webp
成神之日,8.5,0.0万,204.8万,全12话,https://i0.hdslb.com/bfs/bangumi/image/f2ebcd79e5ca8ae397b368cd52fb6846d7bb467a.png@240w_321h.webp
我们无法一起学习,8.5,0.0万,204.2万,全13话,https://i0.hdslb.com/bfs/bangumi/7625ac0a9409923bd3b285a978aeba04db4fd406.png@240w_321h.webp
特别篇 吹响吧！上低音号～合奏比赛～,8.5,0.0万,203.6万,全1话,https://i0.hdslb.com/bfs/bangumi/image/3f2d233a17787237a66c502fad28023929ae5c27.png@240w_321h.webp
只有我不存在的城市,8.5,0.0万,203.5万,全12话,https://i0.hdslb.com/bfs/bangumi/image/7f5c1d29ede597590cbfab7820a5096469b6030e.png@240w_321h.webp
异想食堂  / 异世界食堂 第二季,8.5,0.0万,203.4万,全12话,https://i0.hdslb.com/bfs/bangumi/image/dbd034057eea888ab0e4635c3e3726e59f24c479.png@240w_321h.webp
赛马娘 第二季,8.5,0.0万,202.9万,全13话,https://i0.hdslb.com/bfs/bangumi/image/c87869bc63883138e9f561a7c303284f6ed1dc89.png@240w_321h.webp
幻界战线 & BEYOND,8.5,0.0万,202.9万,全12话,https://i0.hdslb.com/bfs/bangumi/bb264d8a63e2d152ba795a1c15314cdf49d7fb49.jpg@240w_321h.webp
散华礼弥,8.5,0.0万,202.8万,全14话,https://i0.hdslb.com/bfs/bangumi/6dccd70827dd5fe30d13bc002ee06b322334c8c0.jpg@240w_321h.webp
无头骑士异闻录,8.5,0.0万,202.7万,全26话,https://i0.hdslb.com/bfs/bangumi/446c6c7e1806c0debbc3e40ba2e9d9dd00cb4a08.jpg@240w_321h.webp
Just Because!,8.5,0.0万,202.1万,全13话,https://i0.hdslb.com/bfs/bangumi/6194f3436d4447a0d6aef90c87013db8daf57605.jpg@240w_321h.webp
我们无法一起学习！,8.5,0.0万,199.0万,全13话,https://i0.hdslb.com/bfs/bangumi/b19629ed8445999fab9801baeced6f2759b43026.png@240w_321h.webp
妖精森林的小不点,8.5,0.0万,199.5万,全13话,https://i0.hdslb.com/bfs/bangumi/6283ab61cda2525f87a9481a4db5c9e10debd892.jpg@240w_321h.webp
银魂 第三季,8.5,0.0万,198.6万,全51话,https://i0.hdslb.com/bfs/bangumi/image/61e74b10eef576e10ba00a791852f0d305ac37bf.png@240w_321h.webp
魔法禁书目录 第二季,8.5,0.0万,198.6万,全24话,https://i0.hdslb.com/bfs/bangumi/fd9befa36466ffd6d6580a8a904f212c73af932a.jpg@240w_321h.webp
俺物语！！,8.5,0.0万,197.6万,全24话,https://i0.hdslb.com/bfs/bangumi/image/77da71f81a9bde18d20a9b1fddaa18fe51748f25.jpg@240w_321h.webp
实况主的逃脱游戏,8.5,0.0万,197.5万,全11话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
URARA迷路帖,8.5,0.0万,197.5万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
青梅竹马绝对不会输的恋爱喜剧,8.5,0.0万,197.4万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
弹丸论破3 -绝望篇-,8.5,0.0万,197.0万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
冰海战记 第二季,8.5,0.0万,196.6万,全24话,https://i0.hdslb.com/bfs/bangumi/image/aee011bad699504f36d002c9c886d25d8fbc66da.jpg@240w_321h.webp
剑姬神圣谭 在地下城寻求邂逅是否搞错了什么 外传,8.5,0.0万,196.5万,全12话,https://i0.hdslb.com/bfs/bangumi/image/d42812c60a06e0483119eb07412782d425789e35.png@240w_321h.webp
半妖的夜叉姬,8.5,0.0万,196.3万,全24话,https://i0.hdslb.com/bfs/bangumi/image/44495658be4713cb36d830064596748aff82faae.png@240w_321h.webp
萤火之森,8.5,0.0万,195.8万,全1话,https://i0.hdslb.com/bfs/bangumi/image/5e235a8a197f19be5df56da14676d9e264a601aa.jpg@240w_321h.webp
街角魔族 第二季,8.5,0.0万,195.3万,全12话,https://i0.hdslb.com/bfs/bangumi/image/a29f3b00a94d1b4a029054f72963cc10d98bae99.jpg@240w_321h.webp
SSSS.电光机王,8.5,0.0万,195.1万,全12话,https://i0.hdslb.com/bfs/bangumi/image/6f55217ca57a821c1e855a8fa96e77880e25a119.png@240w_321h.webp
命运之夜  06版,8.5,0.0万,194.8万,全24话,https://i0.hdslb.com/bfs/bangumi/1113d844ad3a9b42af576d80142146cbecc1b7ff.jpg@240w_321h.webp
弹丸论破3 -未来篇-,8.5,0.0万,193.4万,全12话,https://i0.hdslb.com/bfs/bangumi/6bf7624d5b688b3e916c1ae1e94c2e16cd4714a7.jpg@240w_321h.webp
命运之夜——天之杯：恶兆之花,8.5,0.0万,193.9万,,https://i0.hdslb.com/bfs/bangumi/8cb95a71ddd461bcd31cbb75b6c1449570fd24ff.jpg@240w_321h.webp
品酒要在成为夫妻后,8.5,0.0万,193.0万,全13话,https://i0.hdslb.com/bfs/bangumi/b3aa44ce91b371fa2614e5bf617615210e325145.jpg@240w_321h.webp
没落要塞 / DECA-DENCE,8.5,0.0万,192.1万,全12话,https://i0.hdslb.com/bfs/bangumi/image/d5d7441c20614dc5ddc69f333f1906a09eddcee2.png@240w_321h.webp
迪迦奥特曼（中配）,8.5,0.0万,192.1万,全52话,https://i0.hdslb.com/bfs/bangumi/image/d432ca132f5b8e8d72257704817f270595f92148.png@240w_321h.webp
灰与幻想的格林姆迦尔,8.5,0.0万,192.3万,全12话,https://i0.hdslb.com/bfs/bangumi/7fb4945f864e9e988212b7d20f206df2677053f8.jpg@240w_321h.webp
DARKER THAN BLACK -黑之契约者-,8.5,0.0万,192.1万,全26话,https://i0.hdslb.com/bfs/bangumi/image/000134c3cf73f7ba6cf8406a26fa3a63942a24aa.png@240w_321h.webp
物理魔法使-马修-,8.5,0.0万,190.4万,全12话,https://i0.hdslb.com/bfs/bangumi/image/8237a3583efc1aeddd0fe87950364f04108ce8c3.png@240w_321h.webp
变态王子与不笑猫,8.5,0.0万,190.3万,全12话,https://i0.hdslb.com/bfs/bangumi/image/35870999aed7ba25eb31575ade143f39c888c1aa.png@240w_321h.webp
魔法纪录 魔法少女小圆外传,8.5,0.0万,190.3万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
流汗吧！健身少女,8.5,0.0万,190.2万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
笨蛋，测验，召唤兽,8.5,0.0万,189.7万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
碧蓝航线,8.5,0.0万,189.0万,全12话,https://i0.hdslb.com/bfs/bangumi/56f5ca7a0efbcf0edd467a481252ca2decb5a3d6.png@240w_321h.webp
学园孤岛,8.5,0.0万,189.0万,全12话,https://i0.hdslb.com/bfs/bangumi/image/86b4b78cd908b30a26c772e6419de5d1385b1cb3.jpg@240w_321h.webp
薰香花朵凛然绽放,8.5,0.0万,189.1万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
亚刻奥特曼,8.5,0.0万,188.7万,全29话,https://i0.hdslb.com/bfs/bangumi/image/41d9bdaaddb342f9dc4aed0e78f0776045d94e27.png@240w_321h.webp
樱子小姐的脚下埋着秘密,8.5,0.0万,187.6万,全12话,https://i0.hdslb.com/bfs/bangumi/b2cf533450a46802519deaece0eb5dca2d75c482.jpg@240w_321h.webp
Rewrite,8.5,0.0万,186.8万,全13话,https://i0.hdslb.com/bfs/bangumi/77a8be24ae45d1c52b2c1a65851e6e20e63a7167.jpg@240w_321h.webp
悠哉日常大王 第三季,8.5,0.0万,186.7万,全12话,https://i0.hdslb.com/bfs/bangumi/image/3ec497853b0045ee7099d1e4d4a00552ea3aa12a.png@240w_321h.webp
邻家索菲,8.5,0.0万,186.1万,全12话,https://i0.hdslb.com/bfs/bangumi/image/a8952774284afd111f12dee6fb78fdfdb5c47b90.png@240w_321h.webp
颂乐人偶,8.5,0.0万,186.1万,全13话,https://i0.hdslb.com/bfs/bangumi/image/23fabc7d3b53912eb53672ffb6b5379d77b97980.png@240w_321h.webp
ISLAND,8.5,0.0万,186.0万,全12话,https://i0.hdslb.com/bfs/bangumi/db6e926d8860a995905845a8f592669840942344.jpg@240w_321h.webp
K RETURN OF KINGS,8.5,0.0万,185.9万,全13话,https://i0.hdslb.com/bfs/bangumi/902812752c6c021b7e8f75f30ea2d63db8d71d7e.jpg@240w_321h.webp
蜡笔小新：梦境世界大突击,8.5,0.0万,185.8万,,https://i0.hdslb.com/bfs/bangumi/image/ac1595fa37bfef4bd03e5790f0c898ca77c21868.png@240w_321h.webp
蜡笔小新 第一季（中文）,8.5,0.0万,185.5万,全479话,https://i0.hdslb.com/bfs/bangumi/a406781e410c84bc58154f666ffb409f79c22f57.jpg@240w_321h.webp
海绵宝宝 第十季 中文配音,8.5,0.0万,184.7万,全9话,https://i0.hdslb.com/bfs/bangumi/image/d82fd29e165c6b0f9a03f5d9b4f3ab2900754d20.jpg@240w_321h.webp
一起一起这里那里,8.5,0.0万,185.2万,全13话,https://i0.hdslb.com/bfs/bangumi/6de861925c772076a747844427bf49c252a8accf.jpg@240w_321h.webp
物理魔法使-马修- 神觉者候选人选拔考试篇,8.5,0.0万,183.9万,全12话,https://i0.hdslb.com/bfs/bangumi/image/3f1b543f7e73b0adc5153f22bb780c5955514b12.png@240w_321h.webp
胆大党 中配版,8.5,0.0万,183.4万,全12话,https://i0.hdslb.com/bfs/bangumi/image/0a681472cb6ccfcd7f18094433ea9b750d9c0849.png@240w_321h.webp
失格纹的最强贤者～世界最强的贤者为了变得更强而转生了～,8.5,0.0万,183.3万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
比宇宙更远的地方,8.5,0.0万,183.2万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
现实主义勇者的王国再建记,8.5,0.0万,182.6万,全26话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
小马宝莉 友谊的魔法 第一季 中文配音,8.5,0.0万,182.1万,全26话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
政宗君的复仇,8.5,0.0万,182.1万,全12话,https://i0.hdslb.com/bfs/bangumi/image/8d3fe4278e6e9d7e3a8a3794f4395066e4529914.png@240w_321h.webp
川柳少女,8.5,0.0万,181.7万,全12话,https://i0.hdslb.com/bfs/bangumi/247c5e89bc9b26e8302830b4eb316c3af0409a47.png@240w_321h.webp
幸运星,8.5,0.0万,181.1万,全25话,https://i0.hdslb.com/bfs/bangumi/image/70f18db49c45e7d338f95602f4c12d97e26479f9.png@240w_321h.webp
碧蓝航线：微速前行！,8.5,0.0万,180.5万,全12话,https://i0.hdslb.com/bfs/bangumi/image/098d58fef696ce295f19878b6035214abece824f.png@240w_321h.webp
问题儿童都来自异世界？,8.5,0.0万,180.4万,全10话,https://i0.hdslb.com/bfs/bangumi/96704d5ef94722dca15f7fe07d8c004a0c770e25.jpg@240w_321h.webp
薇薇 -萤石眼之歌-,8.5,0.0万,179.8万,全13话,https://i0.hdslb.com/bfs/bangumi/image/41bdd4b493f2213e7737beacbd276da0bd8caf0a.png@240w_321h.webp
恋爱游戏世界对路人角色很不友好,8.5,0.0万,179.3万,全12话,https://i0.hdslb.com/bfs/bangumi/image/c9723d8c77d881a8debba2852d580e97826b43d0.png@240w_321h.webp
异界少女召唤术,8.5,0.0万,179.1万,全12话,https://i0.hdslb.com/bfs/bangumi/272e35317d38c9cbfb78fe238e83d8462acb2956.png@240w_321h.webp
小马宝莉 友谊魔法 第二季 中文配音,8.5,0.0万,179.0万,全26话,https://i0.hdslb.com/bfs/bangumi/image/d305fc13af8b30e6c0d55a2d6d5e8956b97cf019.png@240w_321h.webp
赤发白雪姬 第一季,8.5,0.0万,178.7万,全12话,https://i0.hdslb.com/bfs/bangumi/08b4cc4bbef5c6ed8eff267201fbb1fbe3ef9faf.jpg@240w_321h.webp
小马宝莉 友谊魔法 第四季 中文配音,8.5,0.0万,178.6万,全26话,https://i0.hdslb.com/bfs/bangumi/image/c72d5d8e0cd572f9bb9bbeae1caee97d9ccc7d7f.png@240w_321h.webp
小马宝莉 友谊魔法 第三季 中文配音,8.5,0.0万,178.5万,全13话,https://i0.hdslb.com/bfs/bangumi/image/c95f07fc9625af608e7964101472472413bbfc03.png@240w_321h.webp
小马宝莉 友谊魔法 第六季,8.5,0.0万,177.5万,全26话,https://i0.hdslb.com/bfs/bangumi/image/cb9e0fa28ea215890ea4f0dbfb67ee6336791123.png@240w_321h.webp
NEW GAME!,8.5,0.0万,177.5万,全12话,https://i0.hdslb.com/bfs/bangumi/f62141fc96b146532480be8851efc8c3a94eedec.jpg@240w_321h.webp
小马宝莉 友谊魔法 第七季,8.5,0.0万,177.4万,全26话,https://i0.hdslb.com/bfs/bangumi/image/e85922ff865b66aa09106786ed38772c20916946.png@240w_321h.webp
地狱少女 宵伽,8.5,0.0万,175.0万,全12话,https://i0.hdslb.com/bfs/bangumi/77605418c0921578c469201d6384d6a32ed218e9.jpg@240w_321h.webp
香格里拉边境 第二季,8.5,0.0万,174.9万,全25话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
鬼灯的冷彻,8.5,0.0万,175.0万,全13话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
AIR,8.5,0.0万,174.6万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
弦音 -风舞高中弓道部-,8.5,0.0万,174.2万,全14话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
刺客守则,8.5,0.0万,174.0万,全12话,https://i0.hdslb.com/bfs/bangumi/63f236818c51f8f52dcf1b14c1892ed68affc4f3.png@240w_321h.webp
花开伊吕波,8.5,0.0万,172.7万,全26话,https://i0.hdslb.com/bfs/bangumi/image/d8fbebfc6866a210a022f23ab8c3c95bd372c4c5.jpg@240w_321h.webp
迷途之子!!!!!,8.5,0.0万,172.3万,全13话,https://i0.hdslb.com/bfs/bangumi/image/3ec20c5e9f512f0fb2ea6cd663cffe6333ebeebd.png@240w_321h.webp
里亚德录大地,8.5,0.0万,172.3万,全12话,https://i0.hdslb.com/bfs/bangumi/image/a626e4d7c4e09018b2314ce0cb98881c7aa783c8.png@240w_321h.webp
忧国的莫里亚蒂 后半,8.5,0.0万,170.9万,全13话,https://i0.hdslb.com/bfs/bangumi/image/7f955fed538be7cf6fc6b1d2e99bfaae986da5fc.png@240w_321h.webp
进化之实 踏上胜利的人生,8.5,0.0万,170.5万,全12话,https://i0.hdslb.com/bfs/bangumi/image/f9c8aaf0d094786c34112f09794e6b157b86929e.jpg@240w_321h.webp
电波女与青春男,8.5,0.0万,170.4万,全13话,https://i0.hdslb.com/bfs/bangumi/image/9b50343a4332c36f10a4e5b43557460bc7439414.jpg@240w_321h.webp
香格里拉边境,8.5,0.0万,170.2万,全25话,https://i0.hdslb.com/bfs/bangumi/image/983a2ad0799d4df0e54e5b2c1ce3600fc89afed7.jpg@240w_321h.webp
Love Live! 学园偶像 电影,8.5,0.0万,169.9万,全1话,https://i0.hdslb.com/bfs/bangumi/image/acef270ac7ef40df3c6970d40904e4a7fc8123a3.png@240w_321h.webp
银河奥特曼,8.5,0.0万,168.8万,全11话,https://i0.hdslb.com/bfs/bangumi/image/2eba6803a1b119afe76e172e00e33576888d3c0d.png@240w_321h.webp
Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,8.5,0.0万,167.4万,全1话,https://i0.hdslb.com/bfs/bangumi/image/cf7f1e0a95d6655fda51ab66295d6d7621feca0d.jpg@240w_321h.webp
小马宝莉之魔力新世界 第二季,8.5,0.0万,167.1万,全14话,https://i0.hdslb.com/bfs/bangumi/image/49131abf23c3b54397b2cafade225ac0973b8a5b.png@240w_321h.webp
真・进化之实 踏上胜利的人生,8.5,0.0万,167.1万,全12话,https://i0.hdslb.com/bfs/bangumi/image/4177a6ead8e1460a8141cd2b91fb28a5d9b06b2f.png@240w_321h.webp
小马宝莉之魔力新世界 第二季 中文配音,8.5,0.0万,167.0万,全14话,https://i0.hdslb.com/bfs/bangumi/image/cde0f6de97c5beac7358d3a89a68aa9b37b4c059.png@240w_321h.webp
请问您今天要来点兔子吗？？～Sing for You～,8.5,0.0万,166.1万,全1话,https://i0.hdslb.com/bfs/bangumi/image/348d999193f1a537061fad7aa0cbee3e7bb4cc3b.jpg@240w_321h.webp
记录的地平线 圆桌崩坏,8.5,0.0万,166.0万,全12话,https://i0.hdslb.com/bfs/bangumi/image/26d602c2c6143db78751bc4847f382e20e376481.png@240w_321h.webp
来自风平浪静的明天,8.5,0.0万,163.8万,全26话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
剧场版 中二病也要谈恋爱！ -Take On Me-,8.5,0.0万,163.7万,全1话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
小马国大小事 第一季(上),8.5,0.0万,163.5万,全36话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
熊熊勇闯异世界,8.5,0.0万,163.5万,全12话,https://www.bilibili.com/anime/index/?from_spmid=666.4.index.0
3月的狮子,8.5,0.0万,163.5万,全22话,https://i0.hdslb.com/bfs/bangumi/7bfd5b9a4aabee8df09df12939d2f32c2f41a0d7.jpg@240w_321h.webp
龙先生，想要买个家,8.5,0.0万,163.4万,全12话,https://i0.hdslb.com/bfs/bangumi/image/18d7c875ddf0ba4e90893cfa95ad2ba5684d7906.png@240w_321h.webp
夏目友人帐 第二季,8.5,0.0万,163.3万,全13话,https://i0.hdslb.com/bfs/bangumi/image/2f382098ca70a645f90ecd1c37ed0890532b6a6e.jpg@240w_321h.webp
小马国大小事 第一季(上) 中文配音,8.5,0.0万,163.2万,全36话,https://i0.hdslb.com/bfs/bangumi/image/12f860691adec92a6936778c0bd5ae34bfd8013a.png@240w_321h.webp
虫师,8.5,0.0万,162.4万,全26话,https://i0.hdslb.com/bfs/bangumi/image/16e973742216b68db7bcc5642b20be5e6af2ef9f.png@240w_321h.webp
她和她的猫,8.5,0.0万,161.6万,全4话,https://i0.hdslb.com/bfs/bangumi/7bbdbb0814042a8046c5c83b3c3c22dd70e83fd6.jpg@240w_321h.webp
